"id","confidence","source_model","escalated","thematic_area","domain","title","abstract","reason","human_verdict"
"69dec9fa4e2d2a5b77ecedf0","0.42","sonnet","True","Next-Gen Communication","Signal Modulation, Detection & Channel Equalization","Gyrator transform-based optical image encryption, using chaos","We propose a new method for image encryption, using gyrator transform and chaos theory. Random phase masks are generated using chaos functions and are called as chaotic random phase masks. In the proposed technique, the image is encrypted using gyrator transform and two chaotic random phase masks. Three types of chaos functions have been used to generate the chaotic random phase masks. These chaos functions are the logistic map, the tent map and the Kaplan-Yorke map. The computer simulations are...","Optical image encryption using gyrator transform and chaotic phase masks involves signal processing and modulation techniques for secure optical communication systems.",""
"69dec9fb4e2d2a5b77ecefd2","0.42","sonnet","True","AI/ML, Supercomputing & Quantum Computing","Algorithms & Computational Complexity","Search for long-lived particles decaying into muon pairs in proton-proton collisions at √s = 13 TeV collected with a dedicated high-rate data stream","A search for long-lived particles decaying into muon pairs is performed using proton-proton collisions at a center-of-mass energy of 13 TeV, collected by the CMS experiment at the LHC in 2017 and 2018, corresponding to an integrated luminosity of 101 fb<sup>−1</sup>. The data sets used in this search were collected with a dedicated dimuon trigger stream with low transverse momentum thresholds, recorded at high rate by retaining a reduced amount of information, in order to explore otherwise inacc...","This high-energy particle physics experiment analyzing collider data for beyond-standard-model signatures does not fit cleanly into any of the nine defined themes, as experimental particle physics is not covered; the closest fit is computational methods for analyzing large-scale experimental data.",""
"69dec9fc4e2d2a5b77ecf23e","0.42","sonnet","True","Quantum Technologies & Semiconductor Technology","Quantum Photonics & Entanglement","LOFF and breached pairing with cold atoms","We investigate here the Cooper pairing of fermionic atoms with mismatched Fermi surfaces using a variational construct for the ground state. We determine the state for different values of the mismatch of chemical potential for weak as well as strong coupling regimes including the BCS BEC cross over region. We consider Cooper pairing with both zero and finite net momentum. Within the variational approximation for the ground state and comparing the thermodynamic potentials, we show that (i) the LO...","Cold atom Cooper pairing, BCS-BEC crossover, and Feshbach resonances involve quantum many-body physics and quantum phase transitions; while closer to condensed matter theory, the experimental realization context (cold atoms as quantum simulators) and quantum state engineering place this in quantum technologies, though the match is imperfect given the theoretical condensed-matter focus.",""
"69dec9fd4e2d2a5b77ecf4b3","0.42","sonnet","True","Energy, Sustainability & Climate Change","Energy Storage Materials","Bandwidth tunable vibration energy harvester based on hybrid triboelectric-piezoelectric array","In this work, we present a highly effective and scalable design strategy of a triboelectric-piezoelectric hybrid array of three cantilever beams stacked over each other (wideband operation regime), which can also be rotated around their mean position to vibrate freely without impacting any other layer (narrowband operation regime). Contrary to a unique frequency response exhibited by conventional devices, the proposed device can switch between narrowband and wideband frequency responses around d...","Vibration energy harvesting device combining triboelectric and piezoelectric mechanisms for power generation falls under energy conversion technologies, best fitting Energy theme's scope of energy generation and conversion systems despite imperfect domain match.",""
"69dec9fd4e2d2a5b77ecf4bb","0.42","sonnet","True","Energy, Sustainability & Climate Change","Grid Integration & Smart Microgrids","System level modeling and optimization of hybrid vibration energy harvesters","This work presents the system level modelling of a hybrid energy harvesting device incorporating piezoelectric and electromagnetic transducers in order to optimize its output performance. The coupled electromechanical analysis of the device dynamics shows that the strong impedance mismatch between piezoelectric and electromagnetic components restricts the potential of the hybrid generator which can only be improved through innovation in the power management circuit. We propose a novel interface...","The paper develops power management circuits and control systems for integrating energy from piezoelectric and electromagnetic harvesters, which aligns with power electronics and energy integration systems under Grid Integration & Smart Microgrids, though the vibrational energy harvesting context creates ambiguity with other themes.",""
"69dec9fe4e2d2a5b77ecf7f1","0.42","sonnet","True","Advanced Materials & Devices","Composite & Laminate Structures","Levitating Force and Stability Analysis of Near-field Acoustic Levitation using Flexural Vibrations of the Plate","Abstract: In this study, finite element approach is used to simulate the near-field acoustic levitation phenomenon. The resonance frequency of an aluminum plate (driver) around 19 000 Hz corresponding to the strip flexural mode is obtained. Total radiation force due to the strip flexural mode vibrations of driver on the flat surfaced levitating object (reflector) is obtained. Simulation results are validated with the experimental study presented in the literature. Further, some other resonance f...","This paper addresses mechanical vibration analysis and radiation force computation on plate structures using finite element methods, which aligns with structural mechanics and mechanical behavior under vibrational loading; however, it is a weak fit as acoustic levitation is more a physics phenomenon than materials engineering, and alternative themes lack better coverage.",""
"69dec9fe4e2d2a5b77ecf811","0.42","sonnet","True","Energy, Sustainability & Climate Change","Grid Integration & Smart Microgrids","Walking based wearable mobile phone charger and lightening system","In today's hectic lifestyle, health has been seriously hampered due to sedentary work. This paper represents an idea of walking based wearable piezoelectric device that provides an alternate means for powering mobile phone batteries. Moreover, it simultaneously serves another purpose of providing an emergency torch. Since, the mechanism of the device is based on walking; the device promotes human metabolism as well as physical fitness. Hence, it can be seen as an e-health gadget that encourages...","Piezoelectric energy harvesting device for wearable battery charging involves energy conversion and storage engineering, but does not clearly fit specialized energy domains; grid integration is closest for power electronics and battery charging systems, though wearable electronics could alternatively suggest Healthcare & MedTech or a materials/device focus.",""
"69deca004e2d2a5b77ecfc5d","0.42","sonnet","True","Manufacturing & Industry 4.0","Advanced Surface Finishing & Processing","Use of electrokinetic measurements for characterization of columns used in capillary electrochromatography","The separation mechanism in capillary electrochromatography (CEC) is a hybrid differential migration process, which entails the features of both high-performance liquid chromatography (HPLC) and capillary zone electrophoresis (CZE), i.e., chromatographic retention and electrophoretic migration. The focus of this paper is on the use of electrokinetic data, such as current, electroosmotic flow (EOF) and column efficiency measurements, that are readily available, for an improved understanding of CE...","The paper focuses on characterization methodology for capillary electrochromatography columns including electrokinetic measurements and column performance evaluation, which relates to analytical separation processes; however, this is primarily an analytical chemistry methodology paper that doesn't fit cleanly into the provided taxonomy, with the closest connection being to manufacturing/processing characterization techniques.",""
"69deca014e2d2a5b77ecfdfc","0.42","sonnet","True","Social Sciences, Humanities & Management","Library Science & Information Management","Image steganography and visible watermarking using LSB extraction technique","With the advent of internet, creation and delivery of digital data (images, video and audio files, digital repositories and libraries, web publishing) has grown many fold. Along with it, issues like protection of rights of content and proving ownership arises.","The paper addresses digital content protection and ownership rights for digital repositories and libraries, which are information management concerns, though the LSB steganography technique itself is algorithmic; given the abstract's emphasis on content rights and digital library context rather than algorithm development, it falls under information management practice.",""
"69deca024e2d2a5b77ecffba","0.42","sonnet","True","Social Sciences, Humanities & Management","Digital Culture & Consumer Experience","Informed truthfulness in multi-task peer prediction","The problem of peer prediction is to elicit information from agents in settings without any objective ground truth against which to score reports. Peer prediction mechanisms seek to exploit correlations between signals to align incentives with truthful reports. A long-standing concern has been the possibility of uninformative equilibria. For binary signals, a multi-task mechanism [Dasgupta and Ghosh 2013] achieves strong truthfulness, so that the truthful equilibrium strictly maximizes payoff. W...","This paper develops game-theoretic mechanisms for peer prediction systems where agents report information without ground truth verification—a problem relevant to crowdsourcing platforms, online review systems, and user-generated content environments; however, the algorithmic mechanism design and theoretical computer science nature suggests it could alternatively belong in AI/ML (Algorithms & Computational Complexity), making this a difficult boundary case ultimately assigned to Social Sciences due to its focus on incentive alignment in human reporting systems.",""
"69deca024e2d2a5b77ed0032","0.42","sonnet","True","Energy, Sustainability & Climate Change","Carbon Utilization & Chemical Conversion","Formation of aminomethanol in ammonia-water interstellar ice","Aminomethanol is an important precursor of interstellar glycine. A two-step formation pathway has been proposed for aminomethanol in interstellar ice via reaction between CH+, NH3 mixed water ice and OH radical. The ice model is built using cluster approach that employs one NH3 and 11 water molecules to simulate NH3 mixed water ice. Density functional theory at B2PLYPD/6-311++G(2d, p) level of theory is utilized to explore the proposed pathway. Our proposed pathway is found to be very efficient...","The paper investigates chemical pathways for molecular formation in interstellar ice using computational chemistry methods; while primarily astrochemistry, the carbon-nitrogen chemistry and reaction pathway analysis align most closely with catalytic conversion studies, though this is an imperfect fit for astrophysical context.",""
"69deca024e2d2a5b77ed0065","0.42","sonnet","True","Advanced Materials & Devices","Rare-Earth Doped Luminescent Materials","Measurement of L-XRF cross-sections and Coster-Kronig enhancement factors for 62Sm at excitation energies 6.8, 7.4 and 8 KeV","L<inf>ℓ</inf>, L<inf>α</inf> and L<inf>β</inf> XRF production cross-sections were measured for <sup>62</sup>Sm at excitation energies i.e. 6.8 KeV, 7.4 KeV and 8 KeV using synchrotron radiations. Experimental measurements were also carried out to examine the effect of Coster-Kronig transitions (non-radiative transitions) on fluorescence cross section for the L<inf>i</inf> (i = 1, 2, 3) X-ray lines. The experimental cross-sections with greater accuracy and better signal to noise ratio can be meas...","This paper measures X-ray fluorescence cross-sections and Coster-Kronig transitions for samarium (a rare-earth element) using synchrotron radiation, which relates to rare-earth element characterization and optical spectroscopy techniques relevant to luminescent materials research.",""
"69deca024e2d2a5b77ed0070","0.42","sonnet","True","Smart & Sustainable Infrastructure","Power Systems & Grid Control","Piezoelectric actuator based phase locking system to improve the dynamics of the control scheme for a heavy ion superconducting linac","The superconducting heavy ion linear accelerator at Inter-University Accelerator Centre Delhi has been in operation since 2007. Initially, the superconducting niobium Quarter Wave Resonators (QWRs) in the linac were phase locked using a combination of electronic and mechanical controls which operated in fast (∼10 μsec) and slow (∼sec) time scales respectively. In this scheme, fast control was achieved through dynamic phase control whereas slow control of the frequency was done through the niobiu...","Superconducting linac control system using piezoelectric actuators for phase locking with feedback loops (integral + PPF) addresses control of a specialized accelerator infrastructure, though quantum/particle physics equipment control sits at boundary between infrastructure systems control and quantum technologies.",""
"69deca024e2d2a5b77ed00ae","0.42","sonnet","True","Energy, Sustainability & Climate Change","Solar Thermal Energy & Heat Transfer Systems","Peformance test and thermal analysis of conduction-cooled optimized current leads at non-optimum operation","Current leads are the key components which make an electrical connection between room temperature power supply and superconducting magnets at 4.2 K. In any cryogen-free magnet system, major heat input comes from the copper current leads of the magnet. The dimensional optimization of the copper part of the hybrid current leads is done for a particular operating current between room temperature to the operating temperature of the 1 <sup>st</sup> stage of cryocooler (CCR). The conduction-cooled mag...","The paper addresses thermal optimization and heat transfer analysis of copper current leads in a cryogenic superconducting magnet system, which involves heat input management and thermal engineering but does not fit cleanly into any domain; assigned to thermal systems domain as closest match for heat transfer analysis, though superconducting magnet technology itself is not a perfect fit for this taxonomy.",""
"69deca024e2d2a5b77ed00af","0.42","sonnet","True","Energy, Sustainability & Climate Change","Energy Storage Materials","Experimental studies on thermal behavior of 6 tesla cryogen - Free superconducting magnet system","A 6 T cryogen-free superconducting magnet system (CFMS) with warm bore has been designed, built and tested for carrying out physical property measurements at high magnetic field. The CFMS has a vertical Φ 50 mm clear room temperature working bore. A two-stage GM-cryocooler of 35 W at 50 K and 1.5 W at 4 K cooling capacity has been used to cool the thermal radiation shield, hybrid current leads and the NbTi magnet. The magnet was charged to 102 A, which produced a field of 6 T, in less than 20 mi...","Superconducting magnet system with cryogenic thermal management for high-field applications; while primarily an experimental physics apparatus, the thermal design of superconducting coils and current leads relates to energy storage and conversion materials engineering rather than fundamental materials discovery or quantum device physics.",""
"69deca024e2d2a5b77ed00e9","0.42","sonnet","True","AI/ML, Supercomputing & Quantum Computing","Algorithms & Computational Complexity","Angular momentum effects and barrier modification in sub-barrier fusion reactions using the proximity potential in the Wong formula","Using the capture cross-section data from Ca48+U238, Ca48+Pu244, and Ca48+Cm248 reactions in the superheavy mass region, and fusion-evaporation cross sections from Ni58+Ni58, Ni64+Ni64, and Ni64+Mo100 reactions known for fusion hindrance phenomenon in coupled-channels calculations, the Wong formula is assessed for its angular momentum and barrier-modification effects at sub-barrier energies. The simple, ℓ=0 barrier-based Wong formula is shown to ignore the modifications of the barrier due to its...","This paper presents computational analysis of nuclear fusion reactions using the Wong formula and cluster-decay model, involving algorithm assessment and numerical methods for barrier modifications, though it primarily concerns nuclear physics methodology rather than pure computational algorithm development.",""
"69deca024e2d2a5b77ed0150","0.42","haiku","True","Healthcare & MedTech","Clinical Diagnostics & Biomarkers","Estimation of health risks due to copper-based nanoagrochemicals","This study estimated health risks due to two types of copper-based nanoagrochemicals (Cu (OH)<inf>2</inf> and CuO nanoparticles (NPs)), during inadvertent ingestion of soil and consumption of leafy vegetables for a hypothetical exposure scenario. The dissolution of copper-based nanoagrochemicals in human digestive system was considered for estimating realistic doses. No risk was found during soil ingestion (hazard quotient (HQ) <1). HQ (no dissolution of Cu (OH) <inf>2</inf> nanopesticides) (HQ=...","Paper estimates human health risks from copper nanoparticles via soil ingestion and vegetable consumption using hazard quotient analysis, but does not fit cleanly into any single domain; borderline between healthcare risk assessment and environmental/agricultural sustainability, with modest confidence due to lack of explicit clinical application or therapeutic focus.",""
"69deca034e2d2a5b77ed0310","0.42","sonnet","True","Advanced Materials & Devices","Ferroelectric & Magnetic Ceramics","Hyperfine and X-ray studies of coal and coal ash","X-ray diffraction and <sup>57</sup>Fe Mössbauer hyperfine studies have been made to characterize the iron-bearing minerals present in some of the Indian coals. The minerals observed in a range of samples by Mössbauer study include siderite (FeCO<inf>3</inf>) and Fe<sup>3+</sup>, Fe<sup>2+</sup> bearing silicate clay minerals such as illite. X-ray analysis also showed the diffraction lines of siderite and illite along with non-iron phases like quartz and calcium oxide. The effects of ashing (at 7...","Characterization of iron-bearing minerals in coal using Mössbauer spectroscopy and X-ray diffraction focuses on structural and hyperfine properties of mineral phases, best fitting materials characterization domains.",""
"69deca044e2d2a5b77ed057a","0.42","sonnet","True","Advanced Materials & Devices","Bio-based Materials & Polymers","Indicain, a dimeric serine protease from Morus indica cv. K2","A high molecular mass serine protease has been purified to homogeneity from the latex of Morus indica cv. K2 by the combination of techniques of ammonium sulfate precipitation, hydrophobic interaction chromatography, and size-exclusion chromatography. The protein is a dimer with a molecular mass of 134.5 kDa and with two monomeric subunits of 67.2 kDa and 67.3 (MALDI-TOF), held by weak bonds susceptible to disruption on exposure to heat and very low pH. Isoelectric point of the enzyme is pH 4.8....","The paper focuses on the isolation, purification, and biochemical characterization of a serine protease enzyme from plant latex, which represents a biomolecule discovery and characterization study; however, this work lacks a defined clinical/therapeutic application (which would warrant Healthcare & MedTech) and is best classified as bio-based material characterization, though the fit is imperfect within the provided taxonomy.",""
"69deca054e2d2a5b77ed0861","0.42","sonnet","True","Advanced Materials & Devices","Composite & Laminate Structures","Mathematical model for dropwise condensation on a surface with wettability gradient","We present a mathematical model for dropwise condensation (DWC) heat transfer on a surface with wettability gradient. We adapt well-established population balance model for DWC on inclined surfaces to model DWC on a surface with wettability gradient. In particular, our model takes into account the effect of wettability gradient and energy released during drop coalescence to determine the drop departure size. We validate our model with published experimental data of DWC heat flux and drop size di...","The paper develops a mathematical model for heat transfer through dropwise condensation on surfaces with engineered wettability gradients, which involves surface property engineering and thermal analysis of structured surfaces—however, this is primarily a heat transfer and surface phenomena study that could also fit thermal systems analysis, making classification challenging within the given taxonomy.",""
"69deca054e2d2a5b77ed088e","0.42","sonnet","True","Manufacturing & Industry 4.0","Rotor Dynamics & Vibration Analysis","AEROTHERMAL PERFORMANCE OF AXIALLY VARYING WINGLET-SQUEALER BLADE TIPS","High-pressure turbine blades are usually susceptible to secondary flow losses due to fluid flow between the casing and the blade tip. In this study, we have evaluated the performance of several blade tip designs for different combinations of winglets and squealer geometries towards mitigating tip leakage losses. The effects of considering Relative Casing Motion (RCM) on the aerothermal performance is also brought out. In particular, we have considered three different blade tip designs which incl...","This paper addresses aerothermal performance and secondary flow dynamics in high-pressure turbine blades with winglet-squealer tip designs, which involves rotating machinery fluid dynamics and thermal behavior relevant to turbomachinery operation in industrial power generation contexts.",""
"69deca084e2d2a5b77ed0e00","0.42","sonnet","True","Advanced Materials & Devices","Composite & Laminate Structures","Changes in microstructure characteristics of cement paste on carbonation","This study investigates the influence of carbonation on the microstructure of cement paste cast with Ordinary Portland Cement (OPC), fly ash based Portland Pozzolana Cement (PPC) and Limestone Calcined Clay Cement (LC<sup>3</sup>) using X-ray diffraction (XRD), thermal analysis (TGA), scanning electron microscope (SEM) and mercury intrusion porosimeter (MIP). A comparison is made between samples exposed to 3% carbon dioxide concentration and those exposed to natural CO<inf>2</inf> concentrations...","The paper characterizes microstructure and porosity changes in cement-based materials during carbonation using XRD, TGA, SEM, and MIP; however, cement as a construction material with infrastructure implications creates ambiguity between Advanced Materials (materials characterization) and Smart & Sustainable Infrastructure (construction materials for buildings/infrastructure), with the former chosen due to emphasis on fundamental material microstructure rather than infrastructure system performance.",""
"69deca0b4e2d2a5b77ed16c9","0.42","sonnet","True","Manufacturing & Industry 4.0","Biomanufacturing & Fermentation Processes","Electro-membrane process for in situ ion substitution and separation of salicylic acid from its sodium salt","An electrochemical membrane process (EMP) with three compartments (anolyte, catholyte, and central compartment) based on in-house-prepared cation-exchange membrane (CEM) was developed to achieve in situ ion substitution and recovery of salicylic acid (SAH) from its sodium salt. The physicochemical and electrochemical properties of the ion-exchange membrane (cation- and anion-exchange membrane) under standard operating conditions reveal its suitability for the proposed reactor. Experiments using...","Electrochemical membrane process for ion substitution and recovery of salicylic acid represents an industrial separation and purification process, though the fit is imperfect as this is chemical process engineering rather than traditional biomanufacturing; alternative consideration was Advanced Materials (ion-exchange membranes) but primary contribution is the process application not membrane synthesis.",""
"69deca0b4e2d2a5b77ed1827","0.42","sonnet","True","AI/ML, Supercomputing & Quantum Computing","Machine Learning & Neural Networks","Kinect-variety fusion: A novel hybrid approach for artifacts-free 3DTV content generation","This paper presents a novel low-cost hybrid Kinect-variety based content generation scheme for 3DTV displays. The integrated framework constructs an efficient consistent image-space parameterization of 3D scene structure using only sparse depth information of few reference scene points. Under full-perspective camera model, the enforced Euclidean constraints simplify the synthesis of high quality novel multiview content for distinct camera motions. The algorithm does not rely on complete precise...","The paper presents a vision algorithm for 3D content synthesis using sparse depth sensing and image-space parameterization, which is a computer vision and computational imaging problem best aligned with AI/ML's scope of algorithmic techniques, though the fit is imperfect as the taxonomy lacks a dedicated computer vision domain.",""
"69deca0c4e2d2a5b77ed1951","0.42","haiku","True","Healthcare & MedTech","Biopharmaceutical Manufacturing & Quality","A bioconjugate of Pseudomonas cepacia lipase with alginate with enhanced catalytic efficiency","A bioconjugate of Pseudomonas cepacia lipase with alginate was prepared by simple adsorption. Atomic force microscope (AFM) images showed that this bioconjugate resulted from adsorption rather than entrapment of the enzyme as enzyme molecules were visible on the gel surface. The soluble bioconjugate exhibited increased enzyme activity in terms of high effectiveness factor (effectiveness factor was 3 for the immobilized preparation) and greater V<inf>max</inf>/K<inf>m</inf> value (V<inf>max</inf>...","Enzyme immobilization on alginate matrices is primarily a biomanufacturing and bioprocess engineering technique; while lipase bioconjugates can be used in therapeutic contexts, this paper focuses on enzyme-substrate kinetics, catalytic efficiency, and reusability for industrial oil hydrolysis rather than a specific clinical or therapeutic application, making it less clearly healthcare-focused than biomanufacturing-oriented.",""
"69deca0d4e2d2a5b77ed1ba2","0.42","sonnet","True","Energy, Sustainability & Climate Change","Solar Thermal Energy & Heat Transfer Systems","Pole Reduction Concept for Control of Synchronous Reluctance Motor-Based Solar Photovoltaic Water Pumping System for Improved Performance","This article deals with an improved control for synchronous reluctance motor (SyRM)-based photovoltaic (PV) water pumping system, eliminating the speed controller of position sensorless field-oriented control (FOC) of SyRM. The solar water pump drive involves two stages of power conversion. The reference quadrature axis current of FOC is estimated from available PV array power that is being continuously tracked for maximum power point. This eliminates the requirement of an additional speed contr...","This paper's primary contribution is an improved field-oriented control strategy for a synchronous reluctance motor-driven solar photovoltaic water pumping system, focusing on the power conversion stages, MPPT integration, and dc link voltage control—core concerns in solar photovoltaic energy systems and grid integration applications, which belong to the Energy, Sustainability & Climate Change theme rather than Manufacturing (motor drive design in isolation) or Next-Gen Communication (power electronics as infrastructure).",""
"69deca0d4e2d2a5b77ed1d86","0.42","sonnet","True","Advanced Materials & Devices","Composite & Laminate Structures","Influence of Filleting and Tapering of Rails on Railgun Parameters","The geometry of rails and armature is one of the most important parameters considered while designing a railgun. Optimized designs reduce the unnecessary loss of energy in the railgun, thus imparting higher kinetic energy to the projectile. This article proposes a new filleted and tapered rail geometry for a railgun and analyzes the improvements obtained by the geometry change with the existing conventional railgun geometry. A pulse-forming network consisting of cable resistances is designed to...","Electromagnetic railgun structural design optimization focusing on rail geometry (filleting, tapering) and mechanical-electromagnetic coupled analysis for force and energy efficiency, though this sits at a boundary between structural mechanics and electromagnetic systems that is not perfectly served by the available taxonomy.",""
"69deca0e4e2d2a5b77ed1df8","0.42","sonnet","True","Energy, Sustainability & Climate Change","Solar Thermal Energy & Heat Transfer Systems","Performance analysis of a solar-powered water pumping using improved SIDO buck- boost converter","This study proposes a low-cost solar-powered water pumping system (SPWPS) utilising a proposed single-input dualoutput (SIDO) buck-boost converter with an efficient control technique for the switched reluctance motor (SRM) drive. The newly designed buck-boost converter provides a continuous input and output current to the motor with a low ripple content. This converter is also capable to minimise the size of DC-link capacitor and to provide a balanced dual output voltage supply. Owing to the fun...","The paper focuses on a solar photovoltaic-powered water pumping system with power electronics (buck-boost converter) and MPPT control for energy conversion and utilization; while power electronics and motor drives have manufacturing aspects, the primary contribution is solar energy system design and optimization for practical deployment, placing it in Energy theme—though the Solar Thermal domain is imperfect (photovoltaic would fit better but is listed under Next-Generation Photovoltaic Materials which emphasizes material development rather than system integration), this is the closest available domain for solar energy system applications.",""
"69deca0e4e2d2a5b77ed1f6a","0.42","sonnet","True","Energy, Sustainability & Climate Change","Solar Thermal Energy & Heat Transfer Systems","Maximum power factor based vector control approach for synchronous reluctance motor driven solar PV array fed water pumping system","This paper presents a simple control approach for photovoltaic energy fed water pumping system based on a synchronous reluctance motor (SyRM) drive. A boost converter is employed between the solar photovoltaic (SPV) array and a three phase voltage source inverter. The objective is to extract maximum power from SPV array and to control the SyRM efficiently. The boost converter is utilized for the optimization of SPV array power through an incremental conductance based maximum power point tracking...","Solar photovoltaic water pumping system with maximum power point tracking and motor drive control represents renewable energy application engineering, but the primary contribution spans motor control (Manufacturing theme), power electronics (Manufacturing theme), and solar energy conversion (Energy theme); assigned to Energy based on SPV optimization objective, though confidence is moderate due to significant motor drive control content that could justify Manufacturing & Industry 4.0 theme instead.",""
"69deca0f4e2d2a5b77ed20d5","0.42","sonnet","True","Energy, Sustainability & Climate Change","Solar Thermal Energy & Heat Transfer Systems","Canonical switching cell converter fed SRM drive for spy array based water pumping","The main objective of this paper is to present and discuss out the high efficient, reliable and most effective solar energy based water pumping system. The proposed solar PV array based centrifugal water pumping system utilizing canonical switching cell (CSC) converter as an intermediate DC-DC converter for achieving highest possible efficiency to PV panel. The soft-starting of switched reluctance motor (SRM) drive is also achieved through proper selection of step-size in P&O (Perturbation and O...","Solar PV water pumping system with DC-DC converter, MPPT control, and motor drive for renewable energy application belongs to Energy theme, though the solar thermal domain is imperfect for a photovoltaic system; Grid Integration domain would also be plausible but the focus is on the standalone pumping application rather than grid infrastructure.",""
"69deca124e2d2a5b77ed27c3","0.42","sonnet","True","Quantum Technologies & Semiconductor Technology","Structured Light & Polarization Engineering","Impact of α→ β Transition in the Ultrafast High-Order Nonlinear Optical Properties of Metal-Free Phthalocyanine Thin Films","We present a study on the impact of phase transformation (α→ β) of tetra-tert-butylphthalocyanine (H<inf>2</inf>Pc) thin films on their third-order as well as fifth-order nonlinear optical (NLO) properties. The α-phase of H<inf>2</inf>Pc thin film is prepared by thermally evaporating the commercially available H<inf>2</inf>Pc powder on a glass substrate which is further annealed at 473 K to obtain the more stable β-phase. The structural modifications in H<inf>2</inf>Pc films have a distinct sign...","Study of third-order and fifth-order nonlinear optical properties of phthalocyanine thin films belongs to photonic device characterization, though could also fit materials characterization in Advanced Materials & Devices with lower confidence.",""
"69deca134e2d2a5b77ed28b0","0.42","sonnet","True","Energy, Sustainability & Climate Change","Environmental Assessment & Land Use Management","Reduction of Nitrogen Oxides by Injecting Nitric Oxide into a Hydrogen Engine: A Micro-kinetic Analysis","The effect of injecting nitric oxide (NO) on reducing the emissions of NO from a hydrogen-fuelled spark-ignited internal combustion engine (H2-ICE) is studied using a detailed engine model considering in-cylinder turbulence and heat losses. Two different micro-kinetic models, one consisting of 307 reactions and 43 species and the other consisting of 126 reactions and 23 species, are used to predict the temporal evolution of the NO concentration in the exhaust of a single-cylinder four-stroke eng...","This hydrogen engine emissions reduction study primarily concerns environmental pollutant mitigation and atmospheric emission control, aligning with environmental assessment objectives, though combustion modeling aspects suggest possible Manufacturing theme overlap.",""
"69deca134e2d2a5b77ed28bc","0.42","sonnet","True","Energy, Sustainability & Climate Change","Biomass & Biofuel Technologies","Simulation of a spark ignited hydrogen engine for minimization of NOx emissions","A global kinetics based model is developed for a spark ignited single cylinder H<inf>2</inf> engine for prediction of NO emissions, using mass and energy conservation equations. Based on literature experimental data, a transient spark energy delivery model is developed. A comprehensive heat transfer model is used which considers the heat losses by a combination of forced convection, conduction and natural convection using extended surfaces. It is shown that the major resistance to heat transfer...","Hydrogen-fueled spark-ignition engine modeling with NO emission prediction relates to alternative fuel combustion and clean energy systems, though the domain fit is imperfect as hydrogen engines bridge combustion research and sustainable transportation.",""
"69deca134e2d2a5b77ed2a1f","0.42","sonnet","True","AI/ML, Supercomputing & Quantum Computing","Algorithms & Computational Complexity","On Green functions of second-order elliptic operators on Riemannian manifolds: The critical case","Let P be a second-order, linear, elliptic operator with real coefficients which is defined on a noncompact and connected Riemannian manifold M. It is well known that the equation Pu=0 in M admits a positive supersolution which is not a solution if and only if P admits a unique positive minimal Green function on M, and in this case, P is said to be subcritical in M. If P does not admit a positive Green function but admits a global positive (super)solution, then such a solution is called a ground...","This paper addresses the mathematical analysis of second-order elliptic operators on Riemannian manifolds, focusing on Green function existence and uniqueness for critical operators—a theoretical question in differential geometry and PDE analysis that does not fit cleanly into any applied domain; tentatively assigned to mathematical foundations but confidence is low due to poor thematic match.",""
"69deca144e2d2a5b77ed2c0c","0.42","sonnet","True","Social Sciences, Humanities & Management","Supply Chain & Operations Management","FMS scheduling with knowledge based genetic algorithm approach","In this paper a complex scheduling problem in flexible manufacturing system (FMS) has been addressed with a novel approach called knowledge based genetic algorithm (KBGA). The literature review indicates that meta-heuristics may be used for combinatorial decision-making problem in FMS and simple genetic algorithm (SGA) is one of the meta-heuristics that has attracted many researchers. This novel approach combines KB (which uses the power of tacit and implicit expert knowledge) and inherent quali...","FMS scheduling and production optimization in manufacturing context belongs to Manufacturing & Industry 4.0, but no domain within that theme precisely covers production scheduling; operations management in Theme 9 is closest for decision-making optimization in industrial operations.",""
"69deca144e2d2a5b77ed2db0","0.42","sonnet","True","Quantum Technologies & Semiconductor Technology","Ultra-Low Voltage Analog Circuits","Performance Improvement of MEMS Electromagnetic Vibration Energy Harvester Using Optimized Patterns of Micromagnet Arrays","Scavenging mechanical energy from ubiquitous vibrations through miniaturized electromagnetic (EM) transducers is a potential solution to the problem of powering wireless sensor networks for the Internet of Things (IoT). This letter presents the design and performance analysis of fully integrated EM vibration energy harvesters on the scale of microelectromechanical systems (MEMS). Through analytical formulation and finite element analysis, we present a systematic design study to optimize the magn...","MEMS electromagnetic energy harvester design for IoT sensor power using CMOS-compatible integration and microfabrication involves semiconductor device-level implementation, though the energy harvesting application creates ambiguity with Energy theme.",""
"69deca144e2d2a5b77ed2db4","0.42","sonnet","True","Energy, Sustainability & Climate Change","Energy Storage Materials","MEMS-Based Vibrational Energy Harvesting and Conversion Employing Micro-/Nano-Magnetics","This paper discusses the current state-of-the-art, ongoing fundamental and technical challenges and potential roadmaps for micro-scale vibration energy harvesting and power conversion devices employing micro-/nano-magnetics. Such devices are of paramount importance as powering solution for autonomous and ubiquitous sensor nodes within the emerging 'Internet of Things (IoT).' In this paper, we have reviewed the fundamental limitations, technological needs, and breakthroughs in the mentioned areas...","MEMS-based energy harvesting devices with magnetic components for IoT power solutions are energy conversion technologies, assigned to Energy theme despite magnetic materials characterization aspects.",""
