id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca384e2d2a5b77ed7da4,Study of harmonic generation in Hg(Tl)BaCaCuO thin film,"The generation of higher harmonics in Hg(Tl)BaCaCuO high-T<inf>c</inf> thin film is reported, when an ac magnetic field is applied to it. The film has been prepared by the spray pyrolysis technique using two step process and exhibits T<inf>c</inf>(R = 0) = 123 K. Application of an ac magnetic field (H<inf>ac</inf> > H<inf>c1</inf>) on the film leads to generation of higher odd harmonics. Further, application of the dc field (H<inf>dc</inf>) in addition to the ac field causes generation of even h",Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,0.45,sonnet,Advanced Materials & Devices,Ferroelectric & Magnetic Ceramics,Y,N,,,
69deca504e2d2a5b77edb647,Why Low-Grade Calcined Clays Are the Ideal for the Production of Limestone Calcined Clay Cement (LC3),Clinker substitution by a combining multiple supplementary cementitious materials has been established as the most promising solution for combating the greenhouse gas emissions from the cement industry. Limestone calcined clay cement is a ternary cement in which clinker is partially replaced using calcined clay and limestone. This paper discusses the importance of using low-grade kaolinite clay for producing limestone calcined clay cements. While it appears that higher grade clay would be more b,Advanced Materials & Devices,Composite & Laminate Structures,0.45,sonnet,Advanced Materials & Devices,Ferroelectric & Magnetic Ceramics,Y,N,,,
69deca274e2d2a5b77ed5bbf,Accurate efficient carrier estimation for single-shot digital holographic imaging,"Off-axis digital holograms are commonly processed using the Fourier transform method. This method requires estimation of the carrier frequency peak in the two-dimensional Fourier domain. The accuracy of peak location information using the standard fast Fourier transform (FFT) routines is limited by the pixel size, thus giving rise to a residual carrier component in the reconstructed image. In this Letter, we use an efficient two-step process for cross-term peak location to sub-pixel accuracy whe",Quantum Technologies & Semiconductor Technology,Semiconductor Photovoltaic & Photodetection Devices,0.45,sonnet,Quantum Technologies & Semiconductor Technology,Fiber Photonic Devices & Engineering,Y,N,,,
69deca154e2d2a5b77ed2dcd,Analysis of nonlinear spring arm for improved performance of vibrational energy harvesting devices,"Recently, a number of attempts have been made to increase the operational bandwidth of the energy harvesting devices. Nonlinear mechanisms are one of them. In this paper, we report design and analytical formulation of stretching strain of an electromagnetic energy harvester on FR4 material under large deformation of the spring arms. It is found that nonlinearity has an inverse square dependence on thickness of the arms. Numerical solution of a monostable Duffing oscillator that governs the dynam","Energy, Sustainability & Climate Change",Energy Storage Materials,0.42,sonnet,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,N,,,
69deca604e2d2a5b77edd4ac,Thermodynamics of Nath's 2-ion model for ATP synthesis,"A major finding of studies of organic acid ionization was that substituents on an aliphatic chain attached to a carboxyl group have large effects on the equilibrium constant but very little effect on Δ<inf>ioniz</inf>H which is in the range 0 ± 4 kJ/mol for all carboxylic acids of this type. According to Nath's 2-ion mechanism for ATP synthesis, succinic acid was selected by biological evolution because an acid that could be ionized with no energy input was required, i.e., with Δ<inf>ioniz</inf>","Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,0.35,sonnet,"Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,Y,N,,,
69deca5b4e2d2a5b77edcac1,Understanding effects of analogical distance on performance of ideation: Key observations and findings,"The effect of analogical distance between design stimuli and design problem on novelty and quality of generated concepts is investigated in this research. Data from a design project involving 105 student designers, divided into 21 teams and individually generating 226 concepts of spherical rolling robots, is collected. From this data, 138 concepts generated with patents as stimuli and the patents used as stimuli are analyzed. Analogical distance of a patent is measured in terms of the knowledge ","Social Sciences, Humanities & Management",Digital Transformation & IT Applications,0.35,sonnet,"Social Sciences, Humanities & Management",Supply Chain & Operations Management,Y,N,,,
69dec9fd4e2d2a5b77ecf525,Sensitivity analysis of MEMS gyroscope for radar-based true north finding application,"True north alignment plays an important role in radar tracking performance as it affects the target's azimuth measurement. Existing conventional methods to find out the true north consume more time and resources with poor accuracy which is not preferable during wartime as well as in online data monitoring scenarios. To overcome such problems, a MEMS-based gyroscope is one of the potential tools to assist in determining the true north with limited resources and a short period with high accuracy. ",Quantum Technologies & Semiconductor Technology,Resistive Memory & Neuromorphic Computing,0.35,sonnet,Quantum Technologies & Semiconductor Technology,Ultra-Low Voltage Analog Circuits,Y,N,,,
69deca264e2d2a5b77ed589c,Optimal criteria based on the ecological function of an irreversible intercooled regenerative modified Brayton cycle,The optimal criterion of an irreversible regenerative intercooled modified Brayton cycle heat engine based on the ecological function is presented in this paper. The ecological function defined as the power output minus the dissipation due to irreversibility has been optimised with respect to the cycle temperatures and the optimum performance parameters are calculated for a typical set of operating conditions. It is found that there are optimal values of the intercooling and cycle pressure ratio,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.35,sonnet,"Energy, Sustainability & Climate Change",Solar Thermal Energy & Heat Transfer Systems,Y,N,,,
69deca3c4e2d2a5b77ed85f7,Realization of an advanced nozzle concept for compact chemical oxygen iodine laser,"Conventional supersonic chemical oxygen-iodine lasers (SCOIL) are not only low-pressure systems, with cavity pressure of 2-3 Torr and Mach number of approximately 1.5, but also are high-throughput systems with a typical laser power per unit evacuation capacity of nearly 1 J/l, thus demanding high capacity vacuum systems which mainly determine the compactness of the system. These conventional nozzle-based systems usually require a minimum of a two-stage ejector system for realization of atmospher","Energy, Sustainability & Climate Change",Carbon Utilization & Chemical Conversion,0.35,sonnet,"Energy, Sustainability & Climate Change",Solar Thermal Energy & Heat Transfer Systems,Y,N,,,
69deca254e2d2a5b77ed5877,Theoretical analysis of LiBr/H2O absorption refrigeration systems,"A computational model is developed for the parametric investigation of single-effect and series flow double-effect LiBr/H<inf>2</inf>O absorption refrigeration systems. The effects of generator, absorber, condenser, evaporator and dead state temperatures are examined on the performance of these systems. The parameters computed are coefficient of performance (COP), exergy destruction rates, thermal exergy loss rates, irreversibility and exergetic efficiency. The results indicate that COP and exer","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.35,sonnet,"Energy, Sustainability & Climate Change",Solar Thermal Energy & Heat Transfer Systems,Y,N,,,
69dec9f64e2d2a5b77ece58b,Characterization of Hydrogen Plasma in an ECR based Large Volume Plasma Chamber,"Hydrogen plasma characterization was carried out in a large volume (dia∼1.0 m, h∼1.0 m) plasma chamber to evaluate the efficacy of production of uniform, large-area H- beam for fusion applications. Up to seven Compact ECR Plasma Sources (CEPS; Indian Patent #301583, Patentee: IIT Delhi) can be mounted on the top dome of the chamber (one in centre and six on a 1/460 cm dia circle). Axially poled permanent ring magnets provide the magnetic field for each CEPS and the total field in the chamber is ","Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,0.25,sonnet,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,N,,,
6a26be772b6042b76389b6bb,On the use of leading-edge serrations for noise control in a tandem airfoil configuration,"Passive noise control for a tandem NACA 65-710 airfoil configuration is experimentally investigated by applying leading-edge serrations on the rear airfoil. With a sliding side-plate mechanism that allows the rear airfoil to move in the vertical direction relative to the front airfoil, the position of maximum turbulence interaction noise is first identified from the far-field noise measurements. Subsequently, detailed static surface pressure distribution and unsteady surface pressure fluctuation",Next-Gen Communication,Plasma-Wave & Electromagnetic Interactions,0.15,sonnet,Next-Gen Communication,Antenna Design & RF Systems,Y,N,,,
69deca5d4e2d2a5b77edcd6f,Utilization of non edible oil seed cakes as substrate for growth of paecilomyces lilacinus and as biopesticide against termites,"Oil seed cakes are the by-products obtained after mechanical extraction from the seeds. They are of two types edible and non-edible. Edible oil seed cakes have a high nutritional value with protein content ranging from 15 to 50 % and are mainly used as animal feeds. On the other hand the non-edible oil cakes such as Azadirachta indica (neem), Jatropha curcas (jatropha), Madhuca indica (mahua) and Pongamia pinnata (karanja) inspite of having high nutrient content cannot be used as animal feed due","Energy, Sustainability & Climate Change",Biomass & Biofuel Technologies,0.72,haiku,(sonnet safety-refused - no label),,,,,,
69deca504e2d2a5b77edb717,Biotechnological potential of a Halobacterium of family Bacillaceae,"The study aimed at assessing the biotechnological potential of Bacillus sp. PU1<sup>T</sup> (JCM-16712, NBRC-106750, KCTC-13722), a halotolerant bacterium of the family Bacillaceae isolated from saline rhizosphere of Sesbania grandiflora from Mahabubnagar (16.4600° N, 77.5600° E), India, with respect to its plant growth promoting (PGP) properties, and as a source of halotolerant enzymes and intracellular osmolytes. PGP parameters assessed were indoleacetic acid production, phosphate solublizatio",Healthcare & MedTech,Cellular & Molecular Biology,0.45,haiku,(sonnet safety-refused - no label),,,,,,
69deca234e2d2a5b77ed5285,Dry heat as a decontamination method for n95 respirator reuse,"A pandemic such as COVID-19 can cause a sudden depletion of the worldwide supply of respirators, forcing healthcare providers to reuse them. In this study, we systematically evaluated dry heat treatment as a viable option for the safe decontamination of N95 respirators (1860, 3M) before their reuse. We found that the dry heat generated by an electric cooker (100 °C, 5% relative humidity, 50 min) effectively inactivated Tulane virus (TV, >5.2-log10 reduction), rotavirus (RV, >6.6-log10 reduction)",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.45,haiku,(sonnet safety-refused - no label),,,,,,
69deca1c4e2d2a5b77ed3fb7,Heat and Humidity for Bioburden Reduction of N95 Filtering Facepiece Respirators,"Introduction: The coronavirus disease 2019 (COVID-19) pandemic has caused a global shortage of single-use N95 filtering facepiece respirators (FFRs). A combination of heat and humidity is a promising method for N95 FFR decontamination in crisis-capacity conditions; however, an understanding of its effect on viral inactivation and N95 respirator function is crucial to achieving effective decontamination. Objective: We reviewed the scientific literature on heat-based methods for decontamination of",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.45,haiku,(sonnet safety-refused - no label),,,,,,
69deca2b4e2d2a5b77ed6405,The amino acid and lipophilic profiles of Chilo partellus (Swinhoe) larvae fluctuate with diapause,"The Chilo partellus (Crambidae: Lepidoptera) larvae undergoes both hibernation and estivation in India. Although, much has been done on reproductive physiological aspects, little is known about biochemical changes happening during hibernation and estivation in C. partellus. Thus, we mapped changes in amino acid and lipophilic profiles of C. partellus larvae while undergoing hibernation and estivation using high-performance liquid chromatography and gas chromatography mass spectroscopy. The studi",Healthcare & MedTech,Cellular & Molecular Biology,0.45,haiku,(sonnet safety-refused - no label),,,,,,
69deca2b4e2d2a5b77ed646d,Amino acid profiling of Sorghum bicolor vis-à-vis Chilo partellus (Swinhoe) for biochemical interactions and plant resistance,"Amount of certain amino acids required by herbivores, and their availability in host plants are of crucial importance for insect growth, development, and life processes. Therefore, we carried out profiling and quantification of 17 amino acids in diverse sorghum genotypes, and on the Chilo partellus larvae reared on them, to understand the association and contribution of different amino acids in plant resistance to insects. Sorghum germplasm lines IS 2205 and IS 2123 had severe detrimental effect",Healthcare & MedTech,Cellular & Molecular Biology,0.45,haiku,(sonnet safety-refused - no label),,,,,,
69deca544e2d2a5b77edc14c,Topologies between Compact and Uniform Convergence on Function Spaces,"This paper studies two topologies on the set of all continuous real-valued functions on a Tychonoff space which lie between the topologies of compact convergence and uniform convergence. © 1993, Hindawi Publishing Corporation. All rights reserved.","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.45,sonnet,"Social Sciences, Humanities & Management (sonnet: unclassifiable)",Library Science & Information Management,,,,,
69deca1d4e2d2a5b77ed40b2,Interaction of borohydride stabilized silver nanoparticles with sulfur-containing organophosphates,"Understanding the interactions between nanoparticles and organophosphates is the key to developing cost-effective colorimetric pesticide detection. We have studied the interaction between three different organophosphates containing the PS group and borohydride stabilized silver nanoparticles. Three different organophosphates, namely phorate, chlorpyrifos, and malathion, have been used. The colorimetric changes are corroborated with UV-visible absorption studies along with the change in particle ",Advanced Materials & Devices,Bio-based Materials & Polymers,0.42,haiku,(sonnet safety-refused - no label),,,,,,
69deca0c4e2d2a5b77ed1951,A bioconjugate of Pseudomonas cepacia lipase with alginate with enhanced catalytic efficiency,A bioconjugate of Pseudomonas cepacia lipase with alginate was prepared by simple adsorption. Atomic force microscope (AFM) images showed that this bioconjugate resulted from adsorption rather than entrapment of the enzyme as enzyme molecules were visible on the gel surface. The soluble bioconjugate exhibited increased enzyme activity in terms of high effectiveness factor (effectiveness factor was 3 for the immobilized preparation) and greater V<inf>max</inf>/K<inf>m</inf> value (V<inf>max</inf>,Healthcare & MedTech,Biopharmaceutical Manufacturing & Quality,0.42,haiku,(sonnet safety-refused - no label),,,,,,
69deca024e2d2a5b77ed0150,Estimation of health risks due to copper-based nanoagrochemicals,"This study estimated health risks due to two types of copper-based nanoagrochemicals (Cu (OH)<inf>2</inf> and CuO nanoparticles (NPs)), during inadvertent ingestion of soil and consumption of leafy vegetables for a hypothetical exposure scenario. The dissolution of copper-based nanoagrochemicals in human digestive system was considered for estimating realistic doses. No risk was found during soil ingestion (hazard quotient (HQ) <1). HQ (no dissolution of Cu (OH) <inf>2</inf> nanopesticides) (HQ=",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.42,haiku,(sonnet safety-refused - no label),,,,,,
69deca504e2d2a5b77edb6bd,Volatile-mediated inhibition of Fusarium wilt in pigeonpea conferred by Bacillaceae members isolated from the host plant’s rhizosphere,"Background and aim: Different biotic and abiotic stresses in agriculture restrict crop productivity, leading to dwindling biomass. Conventional bioinoculants have lost farmers' confidence due to reduced persistence under natural conditions. The understanding of mechanisms underlying suppression of phytopathogens remains a key challenge in developing effective biocontrol strategies. The current study assessed bacterial volatilomes for their ability to inhibit the fungal pathogen Fusarium udum in ",Healthcare & MedTech,Infectious Disease & Microbiology,0.25,haiku,(sonnet safety-refused - no label),,,,,,
6a13eb852b6042b7634685d3,Experimental mapping of vector vortex beams onto Higher order Poincaré sphere,"The polarization distribution of a structured light field, such as a vector vortex beam (VVB), is defined by a uniform ellipticity and a polarization azimuth that varies across the transverse plane. On the standard Poincaré sphere, polarization of this beam traces a ring at a fixed latitude and can be uniquely mapped to a single point on the higher-order Poincaré spheres (HOPS). Precise determination of the corresponding HOPS coordinates is crucial for fully exploiting these beams in application",Quantum Technologies & Semiconductor Technology,Structured Light & Polarization Engineering,0.95,haiku,Quantum Technologies & Semiconductor Technology,Structured Light & Polarization Engineering,Y,Y,,,
6a26bea22b6042b76389b85c,Skilling the Library and Information Science Professionals,"Purpose
This study aims to assess the digital literacy of African library and information science (LIS) professionals. Digital literacy skills are required in the digital library environment.


Design/methodology/approach
Relevant literature was reviewed on this topic; previous study questionnaires, various university LIS curriculum, content analysis and job advertising were used for preparing the survey questionnaire. This study used an ex post facto research design. Purposive sampling was adop","Social Sciences, Humanities & Management",Library Science & Information Management,0.95,haiku,"Social Sciences, Humanities & Management",Library Science & Information Management,Y,Y,,,
69deca024e2d2a5b77ecffff,Swift heavy ion induced modifications of optical and microstructural properties of silver-fullerene C60 nanocomposite,"In this paper, we study the optical and microstructural properties of silver-fullerene C<inf>60</inf> nanocomposite and their modifications induced by swift heavy ion irradiation. Silver nanoparticles embedded in fullerene C<inf>60</inf> matrix were synthesized by co-deposition of silver and fullerene C<inf>60</inf> by thermal evaporation. The nanocomposite thin films were irradiated by 120 MeV Ag ions at different fluences ranging from 1 × 10<sup>12</sup> to 3 × 10<sup>13</sup> ions/cm<sup>2</s",Advanced Materials & Devices,Ion Beam & Thin Film Engineering,0.95,haiku,Advanced Materials & Devices,Ion Beam & Thin Film Engineering,Y,Y,,,
69deca474e2d2a5b77ed9f79,Magnetic and microwave absorption properties of Zn2+-Ti4+ substituted U-type hexaferrites,"The effects of Zn–Ti substitution on magnetic and microwave properties of Ba<inf>4</inf>Mn<inf>2</inf>Fe<inf>36-2x</inf>Zn<inf>x</inf>Ti<inf>x</inf>O<inf>60</inf> (0.0 ≤ x ≤ 3.0, in the steps of 1.0) U-type hexaferrite have been investigated. Le Bail refinement of XRD patterns confirms the formation of U-type phase in the prepared samples. The particle size, estimated from scanning electron micrographs (SEM), is found in the range of ∼5–15 μm for all the prepared samples. On increasing the dopan",Advanced Materials & Devices,Ferroelectric & Magnetic Ceramics,0.95,haiku,Advanced Materials & Devices,Ferroelectric & Magnetic Ceramics,Y,Y,,,
69deca044e2d2a5b77ed05f1,Cellular response of limbal epithelial cells on electrospun poly-ε- caprolactone nanofibrous scaffolds for ocular surface bioengineering: A preliminary in vitro study,"Purpose: The aim of this study was to develop a synthetic stromal substrate for limbal epithelial cell (LEC) expansion that can serve as a potential alternative substrate to replace human amniotic membrane (HAM). Methods: Nanofibers were fabricated using 10% poly-ε-caprolactone (PCL) solution dissolved in trifluoroethanol (TFE) via an electrospinning process. Nanofibers were characterized for surface morphology, wetting ability, pore size, mechanical strength, and optical transparency using scan",Healthcare & MedTech,Tissue Engineering & Regenerative Medicine,0.95,haiku,Healthcare & MedTech,Tissue Engineering & Regenerative Medicine,Y,Y,,,
69deca134e2d2a5b77ed29a8,Variational Quantum Factorization (VQF) using Different Variations of Quantum Approximate Optimization Algorithm (QAOA),"Variational quantum factoring (VQF), a variational quantum algorithm, has been proposed as an alternative to Shor's algorithm for factoring numbers and has been experimentally implemented to factor numbers much larger than what Shor's algorithm has factorized thus far. The focus of this work is comparing the performance of different variations of quantum approximate optimization algorithm (QAOA) in terms of implementing VQF. Hence, VQF has been implemented here on the Qiskit quantum simulation f","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.95,haiku,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca064e2d2a5b77ed0a74,On the performance of different bimetallic combinations in surface plasmon resonance based fiber optic sensors,"In the present work, we have investigated the capability of different bimetallic combinations to be used in a fiber optic sensor based on the technique of surface plasmon resonance. The metals considered for the present analysis are silver, gold, copper, and aluminum. The performance of the sensor with different bimetallic combinations is evaluated and compared numerically. The performance is analyzed in terms of three parameters: sensitivity, signal-to-noise ratio (SNR), and operating range. On",Quantum Technologies & Semiconductor Technology,Plasmonic & Fiber Optic Sensors,0.95,haiku,Quantum Technologies & Semiconductor Technology,Plasmonic & Fiber Optic Sensors,Y,Y,,,
69deca014e2d2a5b77ecfe1c,Role of soluble surfactant in linear stability of a liquid film flowing down a compliant substrate,"A linear stability analysis of a soluble surfactant-laden liquid film flowing down a compliant substrate is performed. Our purpose is to expand the prior studies (Carpenter and Garrad 1985 J. Fluid Mech. 155, 465-510; Alexander et al., 2020 J. Fluid Mech. 900, A40) by incorporating a soluble surfactant into the flow configuration. As a result, we formulate the Orr-Sommerfeld-type boundary value problem and solve it analytically by using the long-wave series expansion as well as numerically by us","AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,0.95,haiku,"AI/ML, Supercomputing & Quantum Computing",Computational Fluid Dynamics & Flow Analysis,Y,Y,,,
69deca1d4e2d2a5b77ed41fe,Artificial spider silk is smart like natural one: Having humidity-sensitive shape memory with superior recovery stress,"Spider dragline silk features supercontraction with great sensitivity to humidity/water. Enlightened by this phenomenon, we here put forward an understanding of spider silk supercontraction as a shape memory behaviour and for the first time realised this behaviour with our genetically engineered major ampullate spidroin 2 (eMaSp2) fibre, which has abundant polyalanine and proline motifs. Interestingly, at 75% relative humidity (RH), the eMaSp2 fibre demonstrated humidity-triggered shape memory b",Advanced Materials & Devices,Bio-based Materials & Polymers,0.92,haiku,Advanced Materials & Devices,Bio-based Materials & Polymers,Y,Y,,,
69deca554e2d2a5b77edc3cc,Blood coagulation meter: A low cost viscoelasticity based approach,"Blood Coagulation is an essential defense mechanism of the human body. In case of injury, it prevents excessive blood loss and reduces the chances of infection. In conditions like Hemophilia and von Willebrand's disease, clotting is insufficient. The coagulation process depends on certain clotting factors as well as the platelet count. A coagulometer is a device that measures the rate of coagulation of blood. The ones available in the market today are expensive and not affordable to the smaller ",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.92,haiku,Healthcare & MedTech,Clinical Diagnostics & Biomarkers,Y,Y,,,
69deca0d4e2d2a5b77ed1c55,Harmonic Suppression Scheme for Multipulse Converter Fed Multilevel Inverter-Based im Drive,"The medium-voltage induction motor drives are regularly utilized for crucial application in enormous industries. It is difficult to design a highly efficient drive system with a satisfactory power quality standard not only at the drive end but also at the grid end. To breakthrough this issue, a 36-pulse ac-dc converter fed seven-level binary cascaded H-bridge multilevel inverter (CHB-MLI) based drive system is presented in this work, where a 36-pulse converter is employed to enhance the power qu",Manufacturing & Industry 4.0,Electric Motor Drives & Power Electronics,0.92,haiku,Manufacturing & Industry 4.0,Electric Motor Drives & Power Electronics,Y,Y,,,
69dec9f64e2d2a5b77ece5e4,Multiobjective Pareto-Optimal Intelligent Electric Vehicle Charging Schedule in a Commercial Charging Station: A Stochastic Convex Optimization Approach,"This article presents real-time Pareto-optimal scheduling for bidirectional electric vehicle (EV) charging in a commercial charging station with on-site renewable energy and battery energy storage to optimize several objectives. To incorporate the inherent uncertainty in the model, mixture density neural networks are presented to estimate the parameters of the probability distribution of demands and deadlines using a negative-log-likelihood loss function. From the joint distribution of demands a","Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,0.92,haiku,"Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,Y,Y,,,
69deca1d4e2d2a5b77ed41f3,Spider-capture-silk mimicking fibers with high-performance fog collection derived from superhydrophilicity and volume-swelling of gelatin knots,"Spider-capture-silk (SCS) can directionally capture and transport water from humid air relying on the unique geometrical structure. Although there have been adequate reports on the fabrication of artificial SCSs from petroleum-based materials, it remains a big challenge to innovate bio-based SCS mimicking fibers with high-performance fog collection ability and efficiency simultaneously. Herein, we report an eco-friendly and economical fiber system for water collection by coating gelatin on degum",Advanced Materials & Devices,Bio-based Materials & Polymers,0.92,haiku,Advanced Materials & Devices,Bio-based Materials & Polymers,Y,Y,,,
69deca0f4e2d2a5b77ed204e,A HTF based higher order adaptive control of single stage three phase grid integrated SPV system,"This paper presents a hyperbolic tangent function (HTF) based higher order adaptive control algorithm with a perturb & observe (P&O) MPPT (Maximum Power Point Tracking) for a three phase grid connected single stage SPV (Solar Photovoltaic) system with DSTATCOM (Distribution Static Synchronous Compensator) capabilities. The variable learning based HTF reduces the mean square error in the system, thereby improving the response of the system. This algorithm is easily implemented with simple mathema","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.92,haiku,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,Y,,,
69deca114e2d2a5b77ed2565,GIS-based SWMM model for simulating the catchment response to flood events,"The Storm Water Management Model (SWMM) has been an effective tool for simulating floods in urban areas, but has been seldom applied for river systems. In this study, a geographic information system (GIS)-based SWMM model was developed to authenticate the model's viability as a streamflow simulator for modeling floods in the Brahmani river delta. The model was set up using a Shuttle Radar Topography Mission-Digital Elevation Model (SRTM-DEM), National Remote Sensing Centre Landuse/Land Cover (NR",Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,0.92,haiku,Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,Y,Y,,,
69deca204e2d2a5b77ed4971,Functional Observer-Based Sliding Mode Control for Discrete-Time Delayed Stochastic Systems,"This chapter addresses the problem of stabilisation, observer-based sliding mode control, and functional observer-based sliding mode control. An SMC method is proposed for discrete-time delayed stochastic systems. Stability and convergence analyses of the proposed method are provided. Furthermore, the DSMC of a delayed stochastic system for incomplete state information has also been considered, where states are estimated by the Kalman filter approach. A functional observer-based SMC method for d","AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,0.92,haiku,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,Y,,,
69deca144e2d2a5b77ed2bdf,Navigating barriers to GenAI adoption in public administration: A systematic evaluation and policy roadmap,"Public administration serves as a crucial pillar of governance, ensuring efficient policy implementation, resource management, and service delivery. However, administrative processes often face challenges such as inefficiencies, resource constraints, and bureaucratic delays. The emergence of Generative Artificial Intelligence (GenAI) presents an opportunity to enhance decision making, optimize administrative workflows, and improve public service efficiency. Despite its potential, the widespread ","Social Sciences, Humanities & Management",Digital Transformation & IT Applications,0.92,haiku,"Social Sciences, Humanities & Management",Digital Transformation & IT Applications,Y,Y,,,
69deca474e2d2a5b77ed9e48,Hybrid coherent/energy detection for cognitive radio networks,"Cognitive radio (CR) networks require reliable spectrum sensing in order to avoid interference to the primary users of the spectrum. Most existing spectrum sensing techniques are based on simple energy detection. However, in practice, the signals transmitted by primary users often also contain known pilot symbols for synchronization and channel estimation purposes. Coherent correlation based spectrum sensing techniques can exploit these known symbols but fail to utilize the energy contained in t",Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",0.92,haiku,Next-Gen Communication,"Signal Modulation, Detection & Channel Equalization",Y,Y,,,
69deca5f4e2d2a5b77edd36b,Real and Reactive Power Control of Voltage Source Converter-Based Photovoltaic Generating Systems,"The PV generator power output is highly infl uenced by the solar insolation and hence it has to be controlled properly for maximum possible power extraction. The increase in penetration of distributed generators which are on the load side of the power system, like photovoltaic sources, poses a serious threat to the system and its associated devices by raising the voltage levels of the network due to the reverse power fl ow in the lines. The conventional voltage regulation schemes which are formu","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.92,haiku,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,Y,,,
69deca584e2d2a5b77edc774,Novel low cost hole transporting materials for efficient organic-inorganic perovskite solar cells,"Organic-inorganic halide perovskite solar cells have recently emerged as high performance photovoltaic devices with low cost, promising for affordable large-scale energy production. The power conversion efficiency (PCE) from solar energy to electricity in solid state photovoltaic devices has risen from 10% to over 20% within two years of development. To date, a relatively expensive organic hole-conducting molecule with low conductivity, namely Spiro-OMeTAD (2,2′,7,7′-tetrakis (N,N-di-p-methoxyph","Energy, Sustainability & Climate Change",Next-Generation Photovoltaic Materials,0.92,haiku,"Energy, Sustainability & Climate Change",Next-Generation Photovoltaic Materials,Y,Y,,,
69deca0b4e2d2a5b77ed1710,Efficient Grant-Free Uplink NOMA With Multi-IRS and Sidelink Relays for IIoT-Driven Smart Factories,"Industry 5.0 requires advanced communication systems to enable smart factories. These systems must ensure seamless and resilient communication alongwith efficient resource management. To address this, we propose a system model integrating intelligent reflecting surfaces (IRSs), grant-free non-orthogonal multiple access (GF-NOMA), and full-duplex (FD) sidelink relays to enhance reliability, connectivity and spectral efficiency. A dynamic penalty-based particle swarm optimization (DYN-P-PSO) metho",Next-Gen Communication,Wireless Network Access & Resource Allocation,0.92,haiku,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,Y,,,
69deca5d4e2d2a5b77edceaa,"Process dependent interface strengthening, de-icing and EMI shielding performance in PEEK/CF laminates","Carbon fiber (CF)/polyetheretherketone (PEEK) laminates are emerging as a potential material for aero structural applications, thereby offering tough competition to the traditional Fiber reinforced polymers. The additional advantages like high production rate, recyclability, weldability, higher damage tolerance and prolonged service life at high temperatures make them a popular choice over traditional carbon fiber reinforced epoxy (CFRE) laminates. PEEK based laminates offer unique advantages, b",Manufacturing & Industry 4.0,"Materials, Joining & Mechanical Behavior",0.92,haiku,Manufacturing & Industry 4.0,"Materials, Joining & Mechanical Behavior",Y,Y,,,
69deca324e2d2a5b77ed741f,Compact band-notched UWB antenna for MIMO applications in portable wireless devices,"A compact 5.5 GHz band-notched ultra-wideband (UWB) 2-element antenna with high isolation for multiple-input multiple-output (MIMO) portable wireless devices in wireless personal area network (WPAN) application is proposed. The MIMO antenna is designed for 3.1-10.6 GHz range on Neltec substrate with compact dimension of 43 × 20 mm<sup>2</sup> and is tested experimentally. For the rejection band at 5.5 GHz, a slot of length 1.0 λ is etched into the radiator. Simple structure, i.e., receded steps ",Next-Gen Communication,Antenna Design & RF Systems,0.92,haiku,Next-Gen Communication,Antenna Design & RF Systems,Y,Y,,,
